offer_id_1,offer_id_2,image_1,image_2,classes
361ba5dcedd6dfb0821f5e403890157a,4a6db7b08de5bf2e,https://cdn.hometogo.com/medium/v1/1c2/25a/ebe12c5823e8eb06f5c700c5d1.jpg,https://cdn.hometogo.com/large/v1/628/baf/00d28b8eedea7a8311e705d580.jpg,aspect-ratio
01cf03f6a79b05df,e5286626adeb5cbb,https://cdn.hometogo.com/medium/v1/885/8b9/7eca82da2ff77083a9dd221cbf.jpg,https://cdn.hometogo.com/large/v1/998/302/e1ce47a774609e7d98332b79f1.jpg,aspect-ratio
6419973903220daa,zd5bb418a4d842f39,https://cdn.hometogo.com/large/v1/57b/465/ad795e25f2acbdfb8d14bc3af5.jpg,https://cdn.hometogo.com/medium/v1/cb0/ac5/af5743ee1cfabc4edd9cc1e6e1.jpg,aspect-ratio
c17fa6207f0aef2e3e677d700b8b9d58,f64d1798cf42af53,https://cdn.hometogo.com/medium/v1/203/a3a/7edfd0527a70fdffa65a69d200.jpg,https://cdn.hometogo.com/large/v1/d4f/fda/39ad5b5c742e0cca3f4cd02689.jpg,aspect-ratio
4fcb6ef02bc2e5948def3bd9dac72cc9,814898e7a6596673816afe30cb3ad9b3,https://cdn.hometogo.com/large/v1/2ad/0e8/3dda83a7b0e3262669f4f28e9d.jpg,https://cdn.hometogo.com/large/v1/183/165/50adddabf3038baea3aa7f2115.jpg,aspect-ratio
789a1d17b994c7a2eb2c0b65e06ac64e,84b5e1056dfa8ad0c529cd38a483358e,https://cdn.hometogo.com/large/v1/d89/1a6/365fb46f34358a4c3d631ab95b.jpg,https://cdn.hometogo.com/large/v1/175/e55/25deb753f5895d3838c85a89a1.jpg,aspect-ratio
6dde4b09793212ba,z9635c6bb3bf9b635,https://cdn.hometogo.com/medium/v1/00b/483/8433be0a97246328c4b203a547.jpg,https://cdn.hometogo.com/medium/v1/6f5/9dc/8d784c8fe2b61af1b0b8ea3645.jpg,aspect-ratio
9cab00cf1f33d9d2,f1655b1a7a0f4cee13198d231b2ab9df,https://cdn.hometogo.com/medium/v1/434/01a/81b2353132b01f3034263f796a.jpg,https://cdn.hometogo.com/medium/v1/098/737/04bd77c666fd57ec7328fa3e63.jpg,aspect-ratio
950a155e29918b3578c9cb2edc8446b4,a22af3f24bc6c3491c3515bfbf9fca94,https://cdn.hometogo.com/medium/v1/0cf/dd9/d26043d2697c666013205ef62f.jpg,https://cdn.hometogo.com/medium/v1/6f7/702/fde6ad8e6e84395cd78b4fb983.jpg,aspect-ratio
a2bb56252851db2d,ccff09b5b96883326132b07b98dc0994,https://cdn.hometogo.com/large/v1/036/e1d/3d83e96e6a4e33881359c0fadc.jpg,https://cdn.hometogo.com/medium/v1/683/a6c/7a34078879691fb739aa24801b.jpg,"aspect-ratio,crop"
f2e1f0e3b8582e347274476607b73305,fcdc8583267aa19a,https://cdn.hometogo.com/medium/v1/ae7/028/e580b9eeafcc690cff6cb1239f.jpg,https://cdn.hometogo.com/large/v1/a00/d3e/2053fc81be3eaa9e8cce304d34.jpg,"aspect-ratio,crop"
860d6fed279d68b9,c2ebff8179f83eda290d19338aa4e485,https://cdn.hometogo.com/large/v1/92c/271/6cc54f5dd4e94c31ff4c27d7a3.jpg,https://cdn.hometogo.com/medium/v1/24c/efc/c338436bbd929f99c3fe2d51db.jpg,"aspect-ratio,crop"
6e746c89a47f6f5c38b754104ffb4c79,c19b32f2b5951d72175d0666b0197dca,https://cdn.hometogo.com/large/v1/b71/116/0bf75204a399b440c899c87337.jpg,https://cdn.hometogo.com/medium/v1/5e4/b29/ecfb7e5301e44193b9157407ce.jpg,"aspect-ratio,crop"
ac224c0c1ecaf0b3,ze31d822df67288e3,https://cdn.hometogo.com/large/v1/8ad/7eb/9bc2ea991a913be551d32fad64.jpg,https://cdn.hometogo.com/medium/v1/197/32f/7a73e4559c0ead8c4b083e7ffc.jpg,"aspect-ratio,crop"
bb99ab407a489280,f2e1f0e3b8582e347274476607b73305,https://cdn.hometogo.com/large/v1/3fa/e07/aa30829bcdffc875372eb55876.jpg,https://cdn.hometogo.com/medium/v1/ae7/028/e580b9eeafcc690cff6cb1239f.jpg,"aspect-ratio,crop"
b3f2ae9d556a40cd,z45ba8dceee33ea24,https://cdn.hometogo.com/large/v1/b62/662/346fffae2a2b13f27f7123119d.jpg,https://cdn.hometogo.com/large/v1/b2d/5a8/ea6239ea135f638b20939a1f14.jpg,"aspect-ratio,crop"
9b1e727fa53e8c28,afe20dcc11e478b540a249988fceb43d,https://cdn.hometogo.com/large/v1/818/75b/1f2e4eb74924fe5850d5a67d47.jpg,https://cdn.hometogo.com/large/v1/f59/91a/48bb94be3bda9fd2fc17299677.jpg,"aspect-ratio,crop"
65894bb3817450c5,f5088316ac6a16c3,https://cdn.hometogo.com/large/v1/bf1/bfa/fc975676575695c7301f7081da.jpg,https://cdn.hometogo.com/large/v1/d35/231/880f337f59e1c39fc8e7a935ab.jpg,"aspect-ratio,crop"
93f465517e6b0448,b3f2ae9d556a40cd,https://cdn.hometogo.com/large/v1/fa6/503/73b1dbad354ee1476ae6974182.jpg,https://cdn.hometogo.com/large/v1/b62/662/346fffae2a2b13f27f7123119d.jpg,"aspect-ratio,crop"
b73a8f3dff51a75ab98df7eb40d86eca,f18c95dc6f8ca7f2,https://cdn.hometogo.com/large/v1/1c5/ef5/8f485b672039628697438c8255.jpg,https://cdn.hometogo.com/large/v1/525/a16/a155bdf3a3a2b80e714806b3c5.jpg,"aspect-ratio,crop"
9a3475c0854b1aa3,9b1e727fa53e8c28,https://cdn.hometogo.com/large/v1/664/5cf/2ed25c87f26d744476c1c2ddc7.jpg,https://cdn.hometogo.com/large/v1/818/75b/1f2e4eb74924fe5850d5a67d47.jpg,"aspect-ratio,crop,different-viewpoint"
43c1ad0d4ade9ac7,a90d72348b8fdbec,https://cdn.hometogo.com/large/v1/06d/1db/5bfc3fe9bacb775a4ad23bbace.jpg,https://cdn.hometogo.com/large/v1/867/00a/ddde9c3d28667ace00cbd7c2b2.jpg,"aspect-ratio,crop,different-viewpoint"
ae25a1a968c6deaf,ea928bc4c3bfd0c2,https://cdn.hometogo.com/medium/v1/4db/f68/dfaa865a68e9a318036c264d11.jpg,https://cdn.hometogo.com/large/v1/b3d/a07/039c40bab4ed7a468762bc7d99.jpg,"aspect-ratio,crop,different-viewpoint,illumination"
2239e0bda464abec,f21cab6aa5e6613c,https://cdn.hometogo.com/large/v1/9dd/b23/a5c6048923280a611f38ac679c.jpg,https://cdn.hometogo.com/medium/v1/202/bcc/16d3d77f2e84cc507fe251f392.jpg,"aspect-ratio,crop,different-viewpoint,illumination,resolution,zoom"
93f2c0c2439ddbc0,ab3e7ea0d736ade8,https://cdn.hometogo.com/large/v1/ad9/881/c1e30d4609d83215a19ac39293.jpg,https://cdn.hometogo.com/large/v1/f57/abd/e6dfa9b037fe57e001d4872fea.jpg,"aspect-ratio,crop,different-viewpoint,illumination,zoom"
1f8f496e8d859f9068ea7ff26c30d9cd,z130c0afc7d6caf8c,https://cdn.hometogo.com/medium/v1/06e/674/f1b8059848838182831431869f.jpg,https://cdn.hometogo.com/medium/v1/1c6/a4f/49dac6c13f1ba36f87c73d7084.jpg,"aspect-ratio,crop,different-viewpoint,season,watermark"
2bd618e3739172b891f206b6ca4c3bfd,97ed0554fcafaee0d9f28e18d7a07718,https://cdn.hometogo.com/medium/v1/08a/c51/82dc8b11fda1169a704693899e.jpg,https://cdn.hometogo.com/large/v1/44c/ff2/1d832d6ce1cbc4c0b722de55bb.jpg,"aspect-ratio,crop,different-viewpoint,watermark"
e405aee114b1341d,ed3a1f091d320c14c73d3aef8e0e119c,https://cdn.hometogo.com/large/v1/4db/e0a/8cf2ffbc7e3f4d1d45fd85f31f.jpg,https://cdn.hometogo.com/large/v1/9d9/c11/8dafa7a316ab0861adddc3fe8e.jpg,"aspect-ratio,crop,different-viewpoint,zoom"
182d286a50aba30a,20125f52d8c4346d,https://cdn.hometogo.com/medium/v1/0fa/ad0/d5e5ca56bbb4226e8da7acd3a0.jpg,https://cdn.hometogo.com/large/v1/416/563/550fe899dce5ea80c92d768267.jpg,"aspect-ratio,crop,illumination"
0fa0ec6f9f352713,z9635c6bb3bf9b635,https://cdn.hometogo.com/large/v1/cc8/821/5805fdc8f32db7505e36a4d14e.jpg,https://cdn.hometogo.com/medium/v1/6f5/9dc/8d784c8fe2b61af1b0b8ea3645.jpg,"aspect-ratio,crop,illumination,renovation,slight-tilt-same-viewpoint,zoom"
3c6505700c82afdecd4c1c4f7021fccb,788dea326207893c46c117a39ddf65b7,https://cdn.hometogo.com/medium/v1/189/b7c/e0d72d9d3781cb492cea978b6d.jpg,https://cdn.hometogo.com/large/v1/726/3db/ec225a10778c13b169a6cd7771.jpg,"aspect-ratio,crop,illumination,resolution,slight-tilt-same-viewpoint,watermark,zoom"
504cd71f68d18365,f11b9263db3d65f7,https://cdn.hometogo.com/large/v1/dc3/702/7712afd0a85c5e58670a6a6bea.jpg,https://cdn.hometogo.com/large/v1/2ed/531/579f05fb6f267f41740ebfdbc3.jpg,"aspect-ratio,crop,illumination,resolution,zoom"
aa7d21b2d375cded,bb4556258f2ae9e6e3d9a555d25c7774,https://cdn.hometogo.com/large/v1/359/71e/74c31eec7fdb4ebd22b915574a.jpg,https://cdn.hometogo.com/large/v1/60d/618/26a6158390544ebbbb3f1ca8d3.jpg,"aspect-ratio,crop,illumination,resolution,zoom"
2708adc9cbe42d77afa2226cf627b8d1,a2bb56252851db2d,https://cdn.hometogo.com/medium/v1/976/f7b/fb43baa2529c925b0d75ff4148.jpg,https://cdn.hometogo.com/large/v1/036/e1d/3d83e96e6a4e33881359c0fadc.jpg,"aspect-ratio,crop,illumination,slight-tilt-same-viewpoint,zoom"
504cd71f68d18365,522c14efdc789a6fdd75f10865aab976,https://cdn.hometogo.com/large/v1/dc3/702/7712afd0a85c5e58670a6a6bea.jpg,https://cdn.hometogo.com/medium/v1/302/b1a/0ce7728ebe57bb401204ebb43f.jpg,"aspect-ratio,crop,illumination,watermark"
f43de142acc91b81,za866bf876ab009b9,https://cdn.hometogo.com/medium/v1/bd4/778/f58889ea5987bdd75abfaad004.jpg,https://cdn.hometogo.com/medium/v1/693/007/df91bf3dff2f905ab1feeea629.jpg,"aspect-ratio,crop,illumination,zoom"
309bc201f67555b4,4006def84efcfaa7b9831e39329b2f7a,https://cdn.hometogo.com/large/v1/1a3/a4a/1f72757186b21fed509e129b4a.jpg,https://cdn.hometogo.com/medium/v1/afb/412/a0c8b5f3d2f2f0fcffd69af3d1.jpg,"aspect-ratio,crop,illumination,zoom"
1c97f5cb645bfae2875083eb5ca6a344,86a652116b81747f,https://cdn.hometogo.com/medium/v1/dc8/a19/75e8c7458ec27c403cb2f3bcfe.jpg,https://cdn.hometogo.com/large/v1/fe9/83c/55ccb46e9ad69f216f178c8489.jpg,"aspect-ratio,crop,illumination,zoom"
4f33ded04be11288,6e85f12cb7815ec6,https://cdn.hometogo.com/large/v1/cb1/ddb/886603fd34c7cf45db96663a54.jpg,https://cdn.hometogo.com/large/v1/e23/ca0/4473c0567a3a1f3426b4d5ad40.jpg,"aspect-ratio,crop,illumination,zoom"
309bc201f67555b4,e998be54afefefda,https://cdn.hometogo.com/large/v1/1a3/a4a/1f72757186b21fed509e129b4a.jpg,https://cdn.hometogo.com/large/v1/1b0/ee6/3326d79d42e2b095848ac761c5.jpg,"aspect-ratio,crop,illumination,zoom"
6b4ff057b5108533cc2fd551da1a3b9d,aa7d21b2d375cded,https://cdn.hometogo.com/large/v1/6a9/8bb/dc4cb963238924cbd049f62315.jpg,https://cdn.hometogo.com/large/v1/359/71e/74c31eec7fdb4ebd22b915574a.jpg,"aspect-ratio,crop,illumination,zoom"
9bcae674306f0a2dee7c8ee87530415f,z2b66812f102c4914,https://cdn.hometogo.com/large/v1/c90/ba0/df3fcba47e2b3f48e10b0aaf3d.jpg,https://cdn.hometogo.com/medium/v1/6c5/fa2/54ecf0b4fda395f9c4ef826c9c.jpg,"aspect-ratio,crop,resolution"
46753fda4564aa2ee6d03c814971c7c4,f86304e441c664fdacbf79275afbe243,https://cdn.hometogo.com/medium/v1/bb7/c38/1e6b9ae48c77a3d1e2d505682b.jpg,https://cdn.hometogo.com/large/v1/5af/6c2/e32dfabdf5270201ffc6a12249.jpg,"aspect-ratio,crop,resolution"
3264801f0258ca2f6bbf13d4c890d226,za866bf876ab009b9,https://cdn.hometogo.com/medium/v1/3e4/ee1/a44b7d35c2751f513ea1bf3ce8.jpg,https://cdn.hometogo.com/medium/v1/693/007/df91bf3dff2f905ab1feeea629.jpg,"aspect-ratio,crop,resolution"
4234db6afd949885,5683db23d009011b9f5ea22fa28e1c71,https://cdn.hometogo.com/large/v1/56e/b4f/3c3a165970549c21bbab97af43.jpg,https://cdn.hometogo.com/small/v1/a52/5a9/f5a88980ad8b3073b53198e886.jpg,"aspect-ratio,crop,resolution"
1d1e67b7b555eade,f8f770482c1c3132,https://cdn.hometogo.com/large/v1/e26/f8f/59280cb4222ecebed91089f021.jpg,https://cdn.hometogo.com/large/v1/173/724/0a70b12eed42f730dbc98780f2.jpg,"aspect-ratio,crop,resolution"
7dd81a28882ab6d8ee7ec1c10bdfd1cc,b17e95b5e8856f3004f4e5a523e1894c,https://cdn.hometogo.com/large/v1/5b3/07b/13bf50281ae83ee4af88fb7bd7.jpg,https://cdn.hometogo.com/medium/v1/4f2/c21/def525c9c5fb3e8789e1c4f423.jpg,"aspect-ratio,crop,resolution,slight-tilt-same-viewpoint,watermark,zoom"
46753fda4564aa2ee6d03c814971c7c4,5a05cf9facfcbdb563dfedad7ed0a79f,https://cdn.hometogo.com/medium/v1/bb7/c38/1e6b9ae48c77a3d1e2d505682b.jpg,https://cdn.hometogo.com/medium/v1/aea/8d0/ac7f85bf8e752de0ad708d945a.jpg,"aspect-ratio,crop,resolution,watermark"
01f25f6eadf1a925a1d4b1b6a12fe811,87a046052a64c3b1ddfa2af8e2769d8c,https://cdn.hometogo.com/large/v1/3e7/83c/c4f5c671676ac8a1ecd3a4a12d.jpg,https://cdn.hometogo.com/medium/v1/551/0bc/98821a3db00cc900c56351bd97.jpg,"aspect-ratio,crop,resolution,watermark,zoom"
a00532fe55747631c8abd6061c16f405,d157586efbe3fda1,https://cdn.hometogo.com/medium/v1/707/f26/cdc7f6ec68a5e62699b7f944ec.jpg,https://cdn.hometogo.com/large/v1/57a/bc9/5dccbe99461899663ba1f79fb4.jpg,"aspect-ratio,crop,resolution,watermark,zoom"
7af5d3abc77bae5c9ff4690a931a2cfb,8e58c63d7a08dc32,https://cdn.hometogo.com/medium/v1/97f/00d/fd4bb3ead37bdb97eed07b13d1.jpg,https://cdn.hometogo.com/medium/v1/eac/7b6/2d060637f8725f4d323c134b8d.jpg,"aspect-ratio,crop,resolution,watermark,zoom"
1128ee5b44008b5a1249c5ab76f12cdb,6da7a7ad3ff4ff16,https://cdn.hometogo.com/medium/v1/8e1/356/b5c84a8f6f1bd7124496091386.jpg,https://cdn.hometogo.com/large/v1/a4f/73e/4773555ebb533baff4ca4148eb.jpg,"aspect-ratio,crop,resolution,watermark,zoom"
84131901735ecaa473f814096ae7d4e1,f2ed4f8a1201156bb6dd0e312f0fed45,https://cdn.hometogo.com/medium/v1/9ff/5c0/d8372b6829794f9e5d7cfaee5b.jpg,https://cdn.hometogo.com/medium/v1/5d5/47d/d7d2b473de73c2c00d5be0e77b.jpg,"aspect-ratio,crop,resolution,watermark,zoom"
b2244a71654e3c436324c7d5f20d932b,b73ed2706123bd38,https://cdn.hometogo.com/medium/v1/79d/a22/0f2444072f7a1c81dbfa764205.jpg,https://cdn.hometogo.com/large/v1/5df/e71/a45a3142774399176dd7bddc72.jpg,"aspect-ratio,crop,resolution,watermark,zoom"
6e93e7a2dbca9753c4cbfd6121c52064,fd319f37063071bb,https://cdn.hometogo.com/medium/v1/03a/156/a755c6908e5ead7a2444ce686c.jpg,https://cdn.hometogo.com/large/v1/36a/15e/aa217618f2547c665d7f36fab7.jpg,"aspect-ratio,crop,resolution,watermark,zoom"
54930ab3e2dde822,5c92cb8b4595a754bc94d3af9201fda8,https://cdn.hometogo.com/large/v1/548/62b/4db1de826c5a58926c2f999ac5.jpg,https://cdn.hometogo.com/medium/v1/8f6/297/f5a38c2b22343904e4fba099e2.jpg,"aspect-ratio,crop,resolution,watermark,zoom"
8fd948debd1a01172b2a64e331289f0c,96114009db64e5b2,https://cdn.hometogo.com/small/v1/993/ea4/99ec353168641f644d1f38d3b3.jpg,https://cdn.hometogo.com/large/v1/b36/0a9/14597e7df2d6e5ed8df7a3e895.jpg,"aspect-ratio,crop,resolution,watermark,zoom"
37f80b2123ce19e0cf2cf27854261a6e,e7be49245f536ec9e517f14dedcf889e,https://cdn.hometogo.com/medium/v1/328/edb/cc01b4b6e438a206f2cb8d7241.jpg,https://cdn.hometogo.com/large/v1/ba0/635/ca15a4160a769e9f4fa4b1e7f3.jpg,"aspect-ratio,crop,resolution,watermark,zoom"
dc43c764807d02de,f6bb6310860f57b4ddfab7f7c1ac0f08,https://cdn.hometogo.com/large/v1/dd1/46c/1df82a8f865bec077ee90aa7ff.jpg,https://cdn.hometogo.com/large/v1/cfa/2cd/3641389e10295014da2255ecff.jpg,"aspect-ratio,crop,resolution,zoom"
852d26d8c4e96468,fcd62bd2c22d51c4,https://cdn.hometogo.com/large/v1/826/4dd/6d982aff46f1bce1f1fcc79d03.jpg,https://cdn.hometogo.com/medium/v1/a0b/c63/913e7b4fa7f304df92f34ee2ec.jpg,"aspect-ratio,crop,resolution,zoom"
7b8a715f7419109e38630e86d1d0ad6c,b65704ee720d70c40fbe5c0daad5e41b,https://cdn.hometogo.com/large/v1/bb5/ef1/f06cd2fdb8980940bbe3faf88d.jpg,https://cdn.hometogo.com/large/v1/afe/c46/568fea561d23e03719a049b8e0.jpg,"aspect-ratio,crop,resolution,zoom"
0186ef4f958dfe811e0ddd056c4ac071,5abe6aca471c2780,https://cdn.hometogo.com/large/v1/434/10c/fd5b099a1cc7944c3dcb4a47cd.jpg,https://cdn.hometogo.com/large/v1/6f1/f01/2b6ddf4880426c54a16e54b176.jpg,"aspect-ratio,crop,resolution,zoom"
49f8d7113d4dd122,f64d1798cf42af53,https://cdn.hometogo.com/large/v1/d0d/1c5/41446f36e5b7d0314c374ee883.jpg,https://cdn.hometogo.com/large/v1/d4f/fda/39ad5b5c742e0cca3f4cd02689.jpg,"aspect-ratio,crop,resolution,zoom"
ad0486fa39e8a4f0,d8e77f4e6a60ddfb6c4c61eab645bca6,https://cdn.hometogo.com/large/v1/9ce/2e5/92b7a9f39657e3499e20795d4c.jpg,https://cdn.hometogo.com/large/v1/8c2/320/c99f4f978e94edc7c7c27969c6.jpg,"aspect-ratio,crop,resolution,zoom"
7bb678a85ed45db9,879e3b8e20f4a1b1,https://cdn.hometogo.com/medium/v1/d9b/053/ecd993bae330617c37f0770c78.jpg,https://cdn.hometogo.com/large/v1/8c1/bd1/863787540a6ef6697e83aa101f.jpg,"aspect-ratio,crop,resolution,zoom"
320d813a8caecdfdd535d03564497a2e,e2411c1b9fb3b31c,https://cdn.hometogo.com/medium/v1/4de/f57/f3502e08a9b90bbb9808e5665f.jpg,https://cdn.hometogo.com/large/v1/1cc/bc2/d8b739b35fd60ad1fc3fac6211.jpg,"aspect-ratio,crop,resolution,zoom"
4cfa30867e5b9d4bcde8177b4ba9d01b,62b570524a7dc37438ffc555eb046c8b,https://cdn.hometogo.com/medium/v1/c1f/156/579f2b104e38ddfd9e5c795ee7.jpg,https://cdn.hometogo.com/large/v1/f50/08b/6ae9c186c70c5b4aecd3021698.jpg,"aspect-ratio,crop,resolution,zoom"
74a2d0ff5cbba05195127b486a24e22d,cfb1cab56f149258,https://cdn.hometogo.com/large/v1/23e/770/97b63db5e8fa4fd776c4258a4c.jpg,https://cdn.hometogo.com/large/v1/40b/4c9/19e7246ff06d6b2bfd15d746e1.jpg,"aspect-ratio,crop,resolution,zoom"
cfb1cab56f149258,ef38cccb85110ff9,https://cdn.hometogo.com/large/v1/40b/4c9/19e7246ff06d6b2bfd15d746e1.jpg,https://cdn.hometogo.com/large/v1/d5f/ee3/53d51767bfaced5af51a772420.jpg,"aspect-ratio,crop,resolution,zoom"
599cb1d5f1d63db72deea3887175e603,aaf9966fcdfa2bf6,https://cdn.hometogo.com/medium/v1/999/850/6bd491b823db096dda1567a8d4.jpg,https://cdn.hometogo.com/large/v1/198/3b4/9e1d696550f0b9b22782f42782.jpg,"aspect-ratio,crop,resolution,zoom"
